item,text
R337,The location dependent addressing scheme shall be available to all mobiles. (M)
R338,"As a minimum, the location information used by the EIRENE system shall be derived from that available from the network itself (eg current cell or base station serving the mobile). (M)"
R339,"However, it is anticipated that individual national railways may have a requirement for pre-defined messages, in which case the application should be specified as part of individual national procurements. (I)"
R340,It should be possible to transfer text messages between ground and mobile(s) through the EIRENE system. (O)
R341,The maximum length of a message segment shall be 96 characters.
R342,The text message facility shall not interfere with the ability of users to use the radio. (M)
R343,A standard data interface between the mobile and the application module shall be provided. (M)
R344,"The type of call initiated shall be determined automatically, based upon the mode of operation of the radio. (M)"
R345,"If the mobile is in shunting mode, the emergency call button shall initiate a shunting emergency call, otherwise the call shall be a Train emergency call. (M) Train emergency call"
R346,"The Train emergency call shall be sent to all drivers and controller(s) within an area, which is pre-defined to meet operational requirements."
R347,"The predefined areas for emergency calls shall include, where necessary, parts of one or more network(s). (M)"
R348,The Shunting emergency call shall be sent to all users involved in shunting operations in the shunting area. (M)
R349,The Shunting emergency call shall automatically take priority over the link assurance signal. (M)
R350,A Railway emergency call shall be able to be initiated by using a simple MMI action (eg a single MMI action for the Cab and Operational radios). (M)
R351,A connection of Railway emergency priority (see section 10.2) shall be established to a pre-determined set of receiving mobiles and controller(s). (M)
R352,"If the system is not able to connect the call, the system shall automatically keep trying to connect the call for 30 seconds. (M)"
R353,i During this period the user shall be provided with an audible and visual indication that the system is trying to connect the call. (M)
R354,"ii After the 30 second period, if the connection was unsuccessful, the system shall provide another audible and visual indication that it was unable to connect the call. (M)"
R355,An audible indication of 5 seconds (to be confirmed by trials) shall be provided to originating and receiving users that the emergency function has been activated. (M)
R356,A continuous visual indication that the emergency function has been activated shall be provided at the originating and all receiving terminals. (M)
R357,"In the event that a train enters the affected area after the warning stage is complete, the same audible and visual indications shall be provided. (M)"
R358,"A speech connection shall be established immediately following the warning tone, to allow the originator of the emergency call, to give information concerning the nature of the emergency. (M)"
R359,The information shall be received by the same set of users who received the warning tone. (M)
R360,"If the radio moves out of the area whilst the emergency call is in progress, an audible and visual indication of the loss of the call shall be provided to the user. (M)"
R361,Authorised EIRENE mobiles shall be able to receive a Railway emergency call at any time while the mobile is powered up. (M)
R362,The confirmation shall be generated automatically without input from the user. (M)
R363,The confirmation message shall commence at the end of the call or if the radio moves out of the call area. (M)
R364,"If the radio loses contact with the network, the mechanism shall commence as soon as possible on regaining communications, for up to a maximum of 5 minutes without achieving contact. (M)"
R365,"For Railway emergency calls initiated by a mobile, the automatic confirmation message of the initiating mobile shall contain: (M)"
R366,"For Railway emergency calls received by a mobile, the automatic confirmation message of the receiving mobile shall contain: (M)"
R367,The confirmation message shall be received at the central location with a 99% probability of success within 5 minutes of call termination. (M)
R368,The performance of the confirmation procedure shall not be dependent upon the current use of the mobile and shall not overload the network. (M)
R369,The shunting call shall be a group call and shall have ‘Railway operation’ priority (see section 10.2). (M)
R370,"i During the transmission of the link assurance signal, only the originator of the link assurance signal shall be able to speak to all other members using the PTT function. (M)"
R371,The shunting communication shall be protected from unintentional and unauthorised access. (M)
R372,It shall be possible for all mobile members of the shunting group (except the driver) to transmit a link assurance signal. (M)
R373,"Within the shunting group, it shall be possible for only one member of the group to transmit the link assurance signal at any time. (M)"
R374,Operational radios used for shunting shall enable the link assurance signal to be activated and de-activated by the shunting group member. (M)
R375,Operational radios used for shunting shall be able to be switched between the following two operating modes by a maintenance function: (M)
R376,Mode 1: the member is required to continuously press the link assurance signal button in order to transmit the link assurance signal;
R377,Mode 2: the member is required to switch on the link assurance signal and then periodically press a button in order to transmit the link assurance signal (failure to do so shall result in the deactivation of the link assurance signal after a predefined period has elapsed).
R378,The link assurance signal shall be used to provide an audible indication to all group members.
R379,It shall be possible for any member of the shunting group (including a driver) to transmit a shunting emergency call to all shunting groups in the area. (M)
R380,It shall be possible for all shunting drivers and shunting group members to receive a shunting emergency call from any equipment capable of taking part in shunting communications.
R381,The shunting emergency call shall cause the audible link assurance signal to be interrupted. (M)
R382,It should be possible for the system to record: (O)
R383,"If a user, other than the shunting leader, attempts to make another call whilst being an active member of a shunting group, the attempt shall be ignored. (M)"
R384,"If the radio is used by the team leader for a shunting group call (ie initiated the shunting group call), switching the radio off shall result in the termination of the shunting group call. (M)"
R385,A shunting group shall be able to consist of the following mobile members: (M)
R386,a controller shall be able to be associated permanently or temporarily with the shunting group;
R387,It shall only be possible for the shunting leader to communicate with a person external to the ongoing shunting communication.
R388,The shunting leader shall then be able to allow the external user to join the shunting communication. (M)
R389,The link assurance signal shall consist of an intermittent audio tone (between 800 and
R390,"The tone shall be of one second duration, followed by an interval of two seconds. (M)"
R391,i Operational radios used for shunting shall be able to be switched between the following two operating modes by a maintenance function: (M)
R392,"Mode A: the link assurance signal shall be interrupted, but not cancelled, when the initiator of the link assurance signal presses the PTT to speak."
R393,Mode B: the link assurance signal shall not be interrupted when the initiator of the link assurance signal presses the PTT to speak.
R394,The link assurance signal shall be deactivated upon receipt of a shunting emergency call. (M)
R395,"All members of the shunting group, other than the initiator of the link assurance signal, shall be unable to speak during the transmission of the link assurance signal."
R396,"However, they shall be able to initiate a shunting emergency call at any time. (M)"
R397,it shall be possible to modify a shunting group’s composition during a working period.
R398,"The process for acceptance (or rejection) of new members, and for admission and removal of temporary members, shall be simple. (M)"
R399,"in a given area, a radio set shall be capable of operation in any of the shunting groups in use in that area, subject to any user access restrictions. (M)"
R400,The ability to talk shall be achieved through use of the Push-To-Talk function;
R401,"if more than one channel is provided, there must be a function allowing the user to manually select the channel;"
R402,"where equipment provides both normal and direct mode capability, the user shall be able to switch between the two modes in a straightforward manner (but not by accident);"
R403,"controls shall be simple to use, eg:"
R404,battery life for handportables operating in direct mode shall be a minimum of 8 hours based on the following cycle:
R405,"when direct mode is used as a fall-back, an audible and visual indication shall be provided of normal mobile telephony services returning."
