item,text
R286,"If no shunting group ID is activated, the operational radio shall initiate a “ regular shunting mode ON” procedure as detailed in table 14-1. (M)"
R287,"After the “ regular shunting mode ON” procedure has been completed, the procedures shown in table 14-2 and 14-3 shall be used to register the shunting leader and shunting members to a dedicated group call. (M)"
R288,Two possibilities shall be available to the shunting leader when leaving shunting mode: (M)
R289,The procedure that shall be used to release the group call is shown in table 14-4.
R290,The operational radio procedure that shall be used to maintain the group call is shown in table 14-5.
R291,"On leaving shunting mode, the Operational radios of shunting members shall follow the procedure shown in table 14-6. (M)"
R292,"On entering shunting mode, the Cab radio shall determine if any shunting group ID is already activated on the SIM. (M)"
R293,"If a shunting group ID is activated, the Cab radio shall proceed to re-establish the group call. (M)"
R294,"If no shunting group ID is activated, the Cab radio shall initiate a “ regular shunting mode ON” procedure as shown in table 14-7. (M)"
R295,The Cab radio shall exit shunting mode by means of the “ Leave shunting mode” procedure as defined in table 14-8. (M)
R296,"On entering shunting mode, the terminal shall initially select the common shunting group. (M)"
R297,The terminal application shall prevent members of a dedicated shunting team from initiating a new call (unless they are registered as shunting team leader and have left shunting mode using the “ maintain group call” function described in 14.2.4). (M)
R298,Valid group IDs shall be as defined in table 14-9. (M)
R299,Users shall be prevented from joining a dedicated shunting group by the EIRENE terminal application unless a valid functional number for the group has been successfully registered to the GSM-R network by their terminal. (M)
R300,The link assurance tone shall be of the form specified in subsection 14.4.2 of the [EIRENE FRS]. (M)
R301,The mechanism for the generation of the link assurance signal shall be as specified in [MORANE SM FFFIS]. (M)
R302,The mechanism for the deactivation of the link assurance signal shall be as specified in [MORANE SM FFFIS]. (M)
R303,"However, where implemented, the following requirements shall be mandatory. (I)"
R304,Frequency modulated equipment conforming to [ETS 300 086] shall be used for direct mode. (M)
R305,Direct mode equipment shall have a maximum transmit power of 1 Watt. (M)
R306,Direct mode equipment sensitivity shall be at least –107dBm. (M) Frequency range and mode of operation
R307,Direct mode equipment shall be capable of operation in the channels defined in table
R308,"Direct mode shall operate in simplex mode, a radio link that uses a single frequency for alternate transmission and reception. (M)"
R309,Voice transmission from direct mode equipment shall be possible only when the Push- To-Talk (PTT) button is pressed. (M)
R310,Continuous Tone Coded Squelch Systems (CTCSS) shall be implemented on all direct mode equipment. (M)
R311,The CTCSS tone shall be at a frequency of 203.5 Hz. (M)
R312,The CTCSS modulation shall be within the limits defined in table 15-2. (M)
R313,Direct mode channel 1 (876.0125 MHz) shall serve as the common access channel. (M)
R314,The presence of the GSM-R network shall be indicated to direct mode users. (M)
R315,"All terminals shall ensure that when GSM-R services are available, the user is prevented from entering direct mode. (M)"
R316,All direct mode equipment shall provide the facility to broadcast an in-band audio shunting link assurance signal as defined in subsection 14.4.2 of the [EIRENE FRS]. (M)
